tab	sites
lat	location	lon	site
	unknown		318-U1359A-002H-5-W-3
	unknown		318-U1359A-003H-4-W-1
	unknown		318-U1359A-008H-5-W-12
	unknown		318-U1359A-010H-2-W-7
	unknown		318-U1359A-017H-2-W-6
	unknown		318-U1359A-018X-6-W-5
	unknown		318-U1359A-019X-4-W-4
	unknown		318-U1359A-021X-4-W-1
	unknown		318-U1359A-022X-2-W-9
	unknown		318-U1359A-003H-6-W-6
	unknown		318-U1359A-004H-3-W-7
	unknown		318-U1359A-006H-2-W-9
	unknown		318-U1359A-007H-1-W-5
	unknown		318-U1359A-008H-6-W-10
