tab	pmag_specimens
er_specimen_name	measurement_step_min	measurement_step_max	specimen_lab_field_dc_uT	specimen_int_corr_anisotropy	specimen_int_corr_nlt	specimen_int_corr_cooling_rate	specimen_int_uT	specimen_frac	specimen_int_ptrm_n	specimen_b_beta	specimen_int_dang	specimen_scat
mc121g1	150	580	25	1.01	-1.00	-	33.6	9.501e-01	9.000e+00	3.385e-02	1.082e+00	Pass
mc121g1	200	570	25	1.01	-1.00	-	35.3	8.201e-01	7.000e+00	4.476e-02	1.439e+00	Pass
mc121g1	200	575	25	1.01	-1.00	-	34.0	8.841e-01	8.000e+00	4.050e-02	1.207e+00	Pass
mc121g1	200	580	25	1.01	-1.00	-	34.1	9.404e-01	9.000e+00	3.490e-02	1.074e+00	Pass
mc121g1	250	570	25	1.01	-1.00	-	36.5	8.055e-01	7.000e+00	4.322e-02	1.556e+00	Pass
mc121g1	250	575	25	1.01	-1.00	-	34.8	8.696e-01	8.000e+00	4.107e-02	1.295e+00	Pass
mc121g1	250	580	25	1.01	-1.00	-	34.7	9.258e-01	9.000e+00	3.517e-02	1.147e+00	Pass
mc121g1	300	575	25	1.01	-1.00	-	35.5	8.406e-01	8.000e+00	4.371e-02	1.236e+00	Pass
mc121g1	300	580	25	1.01	-1.00	-	35.3	8.969e-01	9.000e+00	3.719e-02	1.099e+00	Pass
mc121g1	350	575	25	1.01	-1.00	-	36.3	8.093e-01	8.000e+00	4.756e-02	1.124e+00	Pass
mc121g1	350	580	25	1.01	-1.00	-	36.0	8.656e-01	9.000e+00	4.020e-02	1.016e+00	Pass
mc121k2	150	540	25	1.08	-1.00	-	23.1	8.126e-01	5.000e+00	3.889e-02	2.563e+00	Pass
mc123a2	0	530	25	1.00	-1.00	-	34.7	8.204e-01	4.000e+00	3.893e-02	2.758e+00	Pass
mc123a2	0	540	25	1.00	-1.00	-	33.4	8.861e-01	5.000e+00	3.585e-02	2.231e+00	Pass
mc123a2	150	540	25	1.00	-1.00	-	33.0	8.413e-01	5.000e+00	3.846e-02	2.088e+00	Pass
mc123a2	200	540	25	1.00	-1.00	-	32.6	8.167e-01	5.000e+00	4.155e-02	1.479e+00	Pass
mc123b1	0	540	25	1.00	-1.00	-	32.4	8.864e-01	5.000e+00	4.403e-02	1.582e+00	Pass
mc123b1	0	550	25	1.00	-1.00	-	31.1	9.354e-01	6.000e+00	4.085e-02	1.227e+00	Pass
mc123b1	0	560	25	1.00	-1.00	-	30.4	9.567e-01	6.000e+00	3.747e-02	1.070e+00	Pass
mc123b1	150	540	25	1.00	-1.00	-	31.8	8.321e-01	5.000e+00	4.479e-02	1.129e+00	Pass
mc123b1	150	550	25	1.00	-1.00	-	30.5	8.811e-01	6.000e+00	4.123e-02	8.762e-01	Pass
mc123b1	150	560	25	1.00	-1.00	-	29.8	9.024e-01	6.000e+00	3.762e-02	7.863e-01	Pass
mc123b1	150	565	25	1.00	-1.00	-	29.4	9.107e-01	7.000e+00	3.473e-02	7.223e-01	Pass
mc123b1	150	570	25	1.00	-1.00	-	29.0	9.155e-01	7.000e+00	3.271e-02	7.144e-01	Pass
mc123b1	150	575	25	1.00	-1.00	-	28.6	9.209e-01	8.000e+00	3.121e-02	6.975e-01	Pass
mc123b1	150	575	25	1.00	-1.00	-	28.6	9.209e-01	8.000e+00	3.121e-02	6.975e-01	Pass
mc123b1	200	540	25	1.00	-1.00	-	31.2	8.141e-01	5.000e+00	4.672e-02	1.118e+00	Pass
mc123b1	200	550	25	1.00	-1.00	-	30.0	8.631e-01	6.000e+00	4.255e-02	8.771e-01	Pass
mc123b1	200	560	25	1.00	-1.00	-	29.3	8.844e-01	6.000e+00	3.856e-02	7.965e-01	Pass
mc123b1	200	565	25	1.00	-1.00	-	28.9	8.927e-01	7.000e+00	3.545e-02	7.403e-01	Pass
mc123b1	200	570	25	1.00	-1.00	-	28.5	8.975e-01	7.000e+00	3.332e-02	7.405e-01	Pass
mc123b1	200	575	25	1.00	-1.00	-	28.2	9.029e-01	8.000e+00	3.176e-02	7.281e-01	Pass
mc123b1	200	575	25	1.00	-1.00	-	28.2	9.029e-01	8.000e+00	3.176e-02	7.281e-01	Pass
mc123b1	250	540	25	1.00	-1.00	-	30.3	7.802e-01	5.000e+00	4.532e-02	1.056e+00	Pass
mc123b1	250	550	25	1.00	-1.00	-	29.2	8.292e-01	6.000e+00	4.107e-02	8.414e-01	Pass
mc123b1	250	560	25	1.00	-1.00	-	28.6	8.505e-01	6.000e+00	3.705e-02	7.764e-01	Pass
mc123b1	250	565	25	1.00	-1.00	-	28.2	8.588e-01	7.000e+00	3.397e-02	7.330e-01	Pass
mc123b1	250	570	25	1.00	-1.00	-	27.8	8.637e-01	7.000e+00	3.195e-02	7.443e-01	Pass
mc123b1	250	575	25	1.00	-1.00	-	27.5	8.690e-01	8.000e+00	3.052e-02	7.386e-01	Pass
mc123b1	250	575	25	1.00	-1.00	-	27.5	8.690e-01	8.000e+00	3.052e-02	7.386e-01	Pass
mc123b1	300	550	25	1.00	-1.00	-	28.3	7.901e-01	6.000e+00	3.907e-02	9.574e-01	Pass
mc123b1	300	560	25	1.00	-1.00	-	27.8	8.113e-01	6.000e+00	3.502e-02	8.754e-01	Pass
mc123b1	300	565	25	1.00	-1.00	-	27.4	8.197e-01	7.000e+00	3.200e-02	8.300e-01	Pass
mc123b1	300	570	25	1.00	-1.00	-	27.1	8.245e-01	7.000e+00	3.014e-02	8.375e-01	Pass
mc123b1	300	575	25	1.00	-1.00	-	26.8	8.299e-01	8.000e+00	2.890e-02	8.295e-01	Pass
mc123b1	300	575	25	1.00	-1.00	-	26.8	8.299e-01	8.000e+00	2.890e-02	8.295e-01	Pass
mc123c3	0	540	25	1.00	-1.00	-	32.8	8.917e-01	5.000e+00	3.646e-02	2.206e+00	Pass
mc123c3	0	550	25	1.00	-1.00	-	31.7	9.351e-01	6.000e+00	3.381e-02	1.835e+00	Pass
mc123c3	0	560	25	1.00	-1.00	-	31.0	9.550e-01	6.000e+00	3.101e-02	1.696e+00	Pass
mc123c3	0	565	25	1.00	-1.00	-	30.6	9.627e-01	7.000e+00	2.887e-02	1.594e+00	Pass
mc123c3	0	570	25	1.00	-1.00	-	30.2	9.676e-01	7.000e+00	2.735e-02	1.572e+00	Pass
mc123c3	0	575	25	1.00	-1.00	-	29.9	9.728e-01	8.000e+00	2.630e-02	1.551e+00	Pass
mc123c3	0	580	25	1.00	-1.00	-	29.6	9.748e-01	9.000e+00	2.540e-02	1.554e+00	Pass
mc123c3	150	540	25	1.00	-1.00	-	32.4	8.397e-01	5.000e+00	3.849e-02	2.197e+00	Pass
mc123c3	150	550	25	1.00	-1.00	-	31.3	8.831e-01	6.000e+00	3.532e-02	1.808e+00	Pass
mc123c3	150	560	25	1.00	-1.00	-	30.7	9.030e-01	6.000e+00	3.219e-02	1.672e+00	Pass
mc123c3	150	565	25	1.00	-1.00	-	30.2	9.107e-01	7.000e+00	2.985e-02	1.577e+00	Pass
mc123c3	150	570	25	1.00	-1.00	-	29.9	9.156e-01	7.000e+00	2.822e-02	1.565e+00	Pass
mc123c3	150	575	25	1.00	-1.00	-	29.6	9.208e-01	8.000e+00	2.710e-02	1.551e+00	Pass
mc123c3	150	580	25	1.00	-1.00	-	29.3	9.228e-01	9.000e+00	2.616e-02	1.562e+00	Pass
mc123c3	200	540	25	1.00	-1.00	-	31.9	8.214e-01	5.000e+00	4.085e-02	2.262e+00	Pass
mc123c3	200	550	25	1.00	-1.00	-	30.9	8.648e-01	6.000e+00	3.704e-02	1.873e+00	Pass
mc123c3	200	560	25	1.00	-1.00	-	30.3	8.846e-01	6.000e+00	3.351e-02	1.748e+00	Pass
mc123c3	200	565	25	1.00	-1.00	-	29.9	8.924e-01	7.000e+00	3.094e-02	1.658e+00	Pass
mc123c3	200	570	25	1.00	-1.00	-	29.5	8.973e-01	7.000e+00	2.918e-02	1.655e+00	Pass
mc123c3	200	575	25	1.00	-1.00	-	29.2	9.025e-01	8.000e+00	2.800e-02	1.648e+00	Pass
mc123c3	200	580	25	1.00	-1.00	-	28.9	9.044e-01	9.000e+00	2.700e-02	1.668e+00	Pass
mc123c3	250	540	25	1.00	-1.00	-	31.1	7.886e-01	5.000e+00	3.731e-02	2.301e+00	Pass
mc123c3	250	550	25	1.00	-1.00	-	30.1	8.320e-01	6.000e+00	3.402e-02	1.934e+00	Pass
mc123c3	250	560	25	1.00	-1.00	-	29.6	8.519e-01	6.000e+00	3.079e-02	1.828e+00	Pass
mc123c3	250	565	25	1.00	-1.00	-	29.2	8.596e-01	7.000e+00	2.849e-02	1.748e+00	Pass
mc123c3	250	570	25	1.00	-1.00	-	28.9	8.645e-01	7.000e+00	2.700e-02	1.756e+00	Pass
mc123c3	250	575	25	1.00	-1.00	-	28.6	8.697e-01	8.000e+00	2.609e-02	1.760e+00	Pass
mc123c3	250	580	25	1.00	-1.00	-	28.3	8.717e-01	9.000e+00	2.531e-02	1.790e+00	Pass
mc123c3	300	550	25	1.00	-1.00	-	29.4	7.889e-01	6.000e+00	3.272e-02	2.063e+00	Pass
mc123c3	300	560	25	1.00	-1.00	-	28.9	8.088e-01	6.000e+00	2.945e-02	1.959e+00	Pass
mc123c3	300	565	25	1.00	-1.00	-	28.6	8.165e-01	7.000e+00	2.721e-02	1.879e+00	Pass
mc123c3	300	570	25	1.00	-1.00	-	28.3	8.214e-01	7.000e+00	2.586e-02	1.895e+00	Pass
mc123c3	300	575	25	1.00	-1.00	-	28.0	8.266e-01	8.000e+00	2.513e-02	1.908e+00	Pass
mc123c3	300	580	25	1.00	-1.00	-	27.7	8.285e-01	9.000e+00	2.450e-02	1.948e+00	Pass
mc125i1	0	580	25	1.00	-1.00	-	25.7	9.917e-01	7.000e+00	2.647e-02	2.659e+00	Pass
mc125i1	150	560	25	1.00	-1.00	-	26.0	9.037e-01	6.000e+00	3.761e-02	3.485e+00	Pass
mc125i1	150	570	25	1.00	-1.00	-	26.0	9.243e-01	7.000e+00	3.223e-02	2.840e+00	Pass
mc125i1	150	580	25	1.00	-1.00	-	25.9	9.285e-01	7.000e+00	2.861e-02	2.537e+00	Pass
mc125i1	200	560	25	1.00	-1.00	-	26.5	8.803e-01	6.000e+00	3.865e-02	3.170e+00	Pass
mc125i1	200	570	25	1.00	-1.00	-	26.4	9.010e-01	7.000e+00	3.294e-02	2.586e+00	Pass
mc125i1	200	580	25	1.00	-1.00	-	26.3	9.052e-01	7.000e+00	2.922e-02	2.330e+00	Pass
mc125i1	250	560	25	1.00	-1.00	-	26.7	8.563e-01	6.000e+00	4.263e-02	2.829e+00	Pass
mc125i1	250	570	25	1.00	-1.00	-	26.6	8.770e-01	7.000e+00	3.613e-02	2.311e+00	Pass
mc125i1	250	580	25	1.00	-1.00	-	26.5	8.812e-01	7.000e+00	3.199e-02	2.107e+00	Pass
mc125i1	300	560	25	1.00	-1.00	-	26.3	8.155e-01	6.000e+00	4.530e-02	2.123e+00	Pass
mc125i1	300	570	25	1.00	-1.00	-	26.3	8.361e-01	7.000e+00	3.813e-02	1.749e+00	Pass
mc125i1	300	580	25	1.00	-1.00	-	26.1	8.403e-01	7.000e+00	3.356e-02	1.642e+00	Pass
mc127a2	0	560	25	1.00	-1.00	-	37.7	8.348e-01	6.000e+00	2.079e-02	9.345e-01	Pass
mc127a2	0	570	25	1.00	-1.00	-	38.7	8.911e-01	7.000e+00	2.322e-02	7.709e-01	Pass
mc127a2	0	580	25	1.00	-1.00	-	39.2	9.306e-01	7.000e+00	2.193e-02	6.618e-01	Pass
mc127a2	150	560	25	1.00	-1.00	-	38.0	8.059e-01	6.000e+00	2.142e-02	1.105e+00	Pass
mc127a2	150	570	25	1.00	-1.00	-	39.0	8.623e-01	7.000e+00	2.406e-02	9.082e-01	Pass
mc127a2	150	580	25	1.00	-1.00	-	39.6	9.017e-01	7.000e+00	2.260e-02	7.790e-01	Pass
mc127a2	200	560	25	1.00	-1.00	-	38.3	7.976e-01	6.000e+00	2.299e-02	9.398e-01	Pass
mc127a2	200	570	25	1.00	-1.00	-	39.4	8.539e-01	7.000e+00	2.571e-02	7.696e-01	Pass
mc127a2	200	580	25	1.00	-1.00	-	39.9	8.934e-01	7.000e+00	2.397e-02	6.622e-01	Pass
mc127a2	250	570	25	1.00	-1.00	-	39.9	8.244e-01	7.000e+00	2.727e-02	4.549e-01	Pass
mc127a2	250	580	25	1.00	-1.00	-	40.4	8.639e-01	7.000e+00	2.514e-02	4.044e-01	Pass
mc127a2	300	570	25	1.00	-1.00	-	40.8	7.938e-01	7.000e+00	2.773e-02	4.542e-01	Pass
mc127a2	300	580	25	1.00	-1.00	-	41.3	8.333e-01	7.000e+00	2.516e-02	4.056e-01	Pass
mc127c1	0	550	25	1.00	-1.00	-	36.4	8.203e-01	6.000e+00	1.117e-02	1.127e+00	Pass
mc127c1	0	560	25	1.00	-1.00	-	36.7	8.840e-01	6.000e+00	9.866e-03	8.814e-01	Pass
mc127c1	0	570	25	1.00	-1.00	-	37.1	9.268e-01	7.000e+00	1.043e-02	7.312e-01	Pass
mc127c1	0	580	25	1.00	-1.00	-	37.3	9.540e-01	7.000e+00	9.693e-03	6.414e-01	Pass
mc127c1	150	550	25	1.00	-1.00	-	36.5	7.999e-01	6.000e+00	1.178e-02	1.181e+00	Pass
mc127c1	150	560	25	1.00	-1.00	-	36.8	8.636e-01	6.000e+00	1.029e-02	9.182e-01	Pass
mc127c1	150	570	25	1.00	-1.00	-	37.2	9.064e-01	7.000e+00	1.087e-02	7.604e-01	Pass
mc127c1	150	580	25	1.00	-1.00	-	37.4	9.336e-01	7.000e+00	1.006e-02	6.671e-01	Pass
mc127c1	200	550	25	1.00	-1.00	-	36.6	7.902e-01	6.000e+00	1.236e-02	1.153e+00	Pass
mc127c1	200	560	25	1.00	-1.00	-	36.9	8.540e-01	6.000e+00	1.067e-02	8.946e-01	Pass
mc127c1	200	570	25	1.00	-1.00	-	37.4	8.968e-01	7.000e+00	1.128e-02	7.396e-01	Pass
mc127c1	200	580	25	1.00	-1.00	-	37.6	9.240e-01	7.000e+00	1.039e-02	6.506e-01	Pass
mc127c1	250	560	25	1.00	-1.00	-	37.0	8.327e-01	6.000e+00	1.183e-02	7.585e-01	Pass
mc127c1	250	570	25	1.00	-1.00	-	37.4	8.755e-01	7.000e+00	1.239e-02	6.293e-01	Pass
mc127c1	250	580	25	1.00	-1.00	-	37.6	9.027e-01	7.000e+00	1.133e-02	5.593e-01	Pass
mc127c1	300	560	25	1.00	-1.00	-	37.3	8.088e-01	6.000e+00	1.099e-02	7.765e-01	Pass
mc127c1	300	570	25	1.00	-1.00	-	37.8	8.515e-01	7.000e+00	1.188e-02	6.415e-01	Pass
mc127c1	300	580	25	1.00	-1.00	-	38.0	8.788e-01	7.000e+00	1.079e-02	5.707e-01	Pass
mc127c1	350	570	25	1.00	-1.00	-	38.1	7.891e-01	7.000e+00	1.222e-02	5.042e-01	Pass
mc127c1	350	580	25	1.00	-1.00	-	38.2	8.164e-01	7.000e+00	1.097e-02	4.582e-01	Pass
mc127d1	0	550	25	1.00	-1.00	-	35.5	8.179e-01	6.000e+00	9.347e-03	1.504e+00	Pass
mc127d1	0	560	25	1.00	-1.00	-	35.8	8.801e-01	6.000e+00	8.772e-03	1.203e+00	Pass
mc127d1	0	570	25	1.00	-1.00	-	36.2	9.191e-01	7.000e+00	9.730e-03	9.797e-01	Pass
mc127d1	0	580	25	1.00	-1.00	-	36.4	9.458e-01	7.000e+00	9.717e-03	8.499e-01	Pass
mc127d1	150	550	25	1.00	-1.00	-	35.5	7.823e-01	6.000e+00	1.017e-02	1.806e+00	Pass
mc127d1	150	560	25	1.00	-1.00	-	35.8	8.446e-01	6.000e+00	9.441e-03	1.429e+00	Pass
mc127d1	150	570	25	1.00	-1.00	-	36.3	8.835e-01	7.000e+00	1.041e-02	1.157e+00	Pass
mc127d1	150	580	25	1.00	-1.00	-	36.5	9.102e-01	7.000e+00	1.035e-02	9.986e-01	Pass
mc127d1	200	560	25	1.00	-1.00	-	35.9	8.281e-01	6.000e+00	1.018e-02	1.460e+00	Pass
mc127d1	200	570	25	1.00	-1.00	-	36.4	8.671e-01	7.000e+00	1.116e-02	1.180e+00	Pass
mc127d1	200	580	25	1.00	-1.00	-	36.7	8.938e-01	7.000e+00	1.103e-02	1.019e+00	Pass
mc127d1	250	560	25	1.00	-1.00	-	36.0	8.064e-01	6.000e+00	1.112e-02	1.260e+00	Pass
mc127d1	250	570	25	1.00	-1.00	-	36.5	8.454e-01	7.000e+00	1.208e-02	1.013e+00	Pass
mc127d1	250	580	25	1.00	-1.00	-	36.8	8.721e-01	7.000e+00	1.185e-02	8.774e-01	Pass
mc127d1	300	570	25	1.00	-1.00	-	36.9	8.167e-01	7.000e+00	1.155e-02	9.104e-01	Pass
mc127d1	300	580	25	1.00	-1.00	-	37.2	8.434e-01	7.000e+00	1.140e-02	7.902e-01	Pass
mc128b2	0	520	25	1.00	-1.00	-	35.2	8.251e-01	4.000e+00	4.161e-02	4.775e+00	Pass
mc128b2	0	530	25	1.00	-1.00	-	34.8	8.838e-01	4.000e+00	3.383e-02	3.896e+00	Pass
mc128b2	0	540	25	1.00	-1.00	-	33.9	9.193e-01	5.000e+00	3.160e-02	3.174e+00	Pass
mc128b2	0	550	25	1.00	-1.00	-	33.4	9.557e-01	5.000e+00	2.882e-02	2.750e+00	Pass
mc128b2	0	560	25	1.00	-1.00	-	33.2	9.767e-01	6.000e+00	2.604e-02	2.396e+00	Pass
mc128b2	0	565	25	1.00	-1.00	-	33.1	9.917e-01	7.000e+00	2.354e-02	2.144e+00	Pass
mc128b2	150	550	25	1.00	-1.00	-	33.1	8.069e-01	5.000e+00	3.341e-02	1.774e+00	Pass
mc128b2	150	560	25	1.00	-1.00	-	32.8	8.279e-01	6.000e+00	2.979e-02	1.534e+00	Pass
mc128b2	150	565	25	1.00	-1.00	-	32.7	8.429e-01	7.000e+00	2.673e-02	1.383e+00	Pass
mc128c2	0	530	25	1.00	-1.00	-	34.9	7.981e-01	4.000e+00	2.688e-02	2.987e+00	Pass
mc128c2	0	540	25	1.00	-1.00	-	35.3	8.444e-01	5.000e+00	2.269e-02	2.295e+00	Pass
mc128c2	0	550	25	1.00	-1.00	-	36.1	9.131e-01	5.000e+00	2.280e-02	1.820e+00	Pass
mc128c2	0	560	25	1.00	-1.00	-	36.6	9.524e-01	6.000e+00	2.202e-02	1.490e+00	Pass
mc128c2	0	565	25	1.00	-1.00	-	37.2	9.784e-01	6.000e+00	2.218e-02	1.301e+00	Pass
mc128c2	0	570	25	1.00	-1.00	-	37.6	9.866e-01	7.000e+00	2.207e-02	1.157e+00	Pass
mc128c2	150	550	25	1.00	-1.00	-	36.2	8.377e-01	5.000e+00	2.535e-02	1.454e+00	Pass
mc128c2	150	560	25	1.00	-1.00	-	36.8	8.770e-01	6.000e+00	2.426e-02	1.191e+00	Pass
mc128c2	150	565	25	1.00	-1.00	-	37.4	9.031e-01	6.000e+00	2.430e-02	1.048e+00	Pass
mc128c2	150	570	25	1.00	-1.00	-	37.9	9.113e-01	7.000e+00	2.408e-02	9.366e-01	Pass
mc128c2	200	550	25	1.00	-1.00	-	36.4	7.903e-01	5.000e+00	2.851e-02	1.400e+00	Pass
mc128c2	200	560	25	1.00	-1.00	-	37.0	8.296e-01	6.000e+00	2.705e-02	1.145e+00	Pass
mc128c2	200	565	25	1.00	-1.00	-	37.6	8.556e-01	6.000e+00	2.691e-02	1.009e+00	Pass
mc128c2	200	570	25	1.00	-1.00	-	38.1	8.639e-01	7.000e+00	2.655e-02	9.034e-01	Pass
mc128c2	250	560	25	1.00	-1.00	-	37.0	7.968e-01	6.000e+00	3.088e-02	9.584e-01	Pass
mc128c2	250	565	25	1.00	-1.00	-	37.7	8.228e-01	6.000e+00	3.057e-02	8.552e-01	Pass
mc128c2	250	570	25	1.00	-1.00	-	38.2	8.311e-01	7.000e+00	3.003e-02	7.696e-01	Pass
mc128j1	0	540	25	1.00	-1.00	-	33.4	9.137e-01	5.000e+00	4.345e-02	1.337e+00	Pass
mc128j1	0	550	25	1.00	-1.00	-	32.8	9.490e-01	5.000e+00	3.992e-02	1.076e+00	Pass
mc128j1	150	520	25	1.00	-1.00	-	36.6	7.892e-01	4.000e+00	3.635e-02	1.582e+00	Pass
mc128j1	150	530	25	1.00	-1.00	-	36.7	8.431e-01	4.000e+00	2.942e-02	1.143e+00	Pass
mc128j1	150	540	25	1.00	-1.00	-	35.1	8.672e-01	5.000e+00	3.665e-02	7.882e-01	Pass
mc128j1	150	550	25	1.00	-1.00	-	34.1	9.025e-01	5.000e+00	3.681e-02	6.086e-01	Pass
mc129l1	300	600	25	1.00	-1.00	-	13.6	8.223e-01	9.000e+00	6.035e-02	1.977e+00	Pass
mc131b1	0	570	25	1.00	-1.00	-	15.6	7.981e-01	7.000e+00	6.159e-03	1.445e+00	Pass
mc131b1	0	575	25	1.00	-1.00	-	15.7	8.359e-01	8.000e+00	6.873e-03	1.333e+00	Pass
mc131b1	0	580	25	1.00	-1.00	-	15.8	8.620e-01	8.000e+00	7.796e-03	1.404e+00	Pass
mc131b1	0	590	25	1.00	-1.00	-	15.9	9.032e-01	9.000e+00	8.984e-03	1.306e+00	Pass
mc131b1	0	600	25	1.00	-1.00	-	16.1	9.376e-01	9.000e+00	1.069e-02	1.259e+00	Pass
mc131b1	0	620	25	1.00	-1.00	-	16.3	9.645e-01	1.000e+01	1.469e-02	1.166e+00	Pass
mc131b1	0	630	25	1.00	-1.00	-	16.5	9.755e-01	1.000e+01	1.764e-02	1.088e+00	Pass
mc131b1	150	570	25	1.00	-1.00	-	15.6	7.891e-01	7.000e+00	5.329e-03	1.552e+00	Pass
mc131b1	150	575	25	1.00	-1.00	-	15.7	8.269e-01	8.000e+00	6.352e-03	1.433e+00	Pass
mc131b1	150	580	25	1.00	-1.00	-	15.8	8.530e-01	8.000e+00	7.527e-03	1.507e+00	Pass
mc131b1	150	590	25	1.00	-1.00	-	16.0	8.942e-01	9.000e+00	8.933e-03	1.402e+00	Pass
mc131b1	150	600	25	1.00	-1.00	-	16.1	9.286e-01	9.000e+00	1.086e-02	1.349e+00	Pass
mc131b1	150	620	25	1.00	-1.00	-	16.4	9.555e-01	1.000e+01	1.529e-02	1.249e+00	Pass
mc131b1	150	630	25	1.00	-1.00	-	16.6	9.665e-01	1.000e+01	1.848e-02	1.165e+00	Pass
mc131b1	200	575	25	1.00	-1.00	-	15.8	8.146e-01	8.000e+00	6.809e-03	1.485e+00	Pass
mc131b1	200	580	25	1.00	-1.00	-	15.9	8.407e-01	8.000e+00	8.072e-03	1.565e+00	Pass
mc131b1	200	590	25	1.00	-1.00	-	16.0	8.819e-01	9.000e+00	9.576e-03	1.458e+00	Pass
mc131b1	200	600	25	1.00	-1.00	-	16.2	9.163e-01	9.000e+00	1.165e-02	1.402e+00	Pass
mc131b1	200	620	25	1.00	-1.00	-	16.5	9.432e-01	1.000e+01	1.644e-02	1.298e+00	Pass
mc131b1	200	630	25	1.00	-1.00	-	16.7	9.542e-01	1.000e+01	1.987e-02	1.211e+00	Pass
mc131b1	250	575	25	1.00	-1.00	-	15.8	8.001e-01	8.000e+00	7.602e-03	1.572e+00	Pass
mc131b1	250	580	25	1.00	-1.00	-	15.9	8.262e-01	8.000e+00	8.996e-03	1.644e+00	Pass
mc131b1	250	590	25	1.00	-1.00	-	16.0	8.674e-01	9.000e+00	1.063e-02	1.534e+00	Pass
mc131b1	250	600	25	1.00	-1.00	-	16.2	9.018e-01	9.000e+00	1.286e-02	1.467e+00	Pass
mc131b1	250	620	25	1.00	-1.00	-	16.5	9.287e-01	1.000e+01	1.808e-02	1.356e+00	Pass
mc131b1	300	580	25	1.00	-1.00	-	16.0	7.858e-01	8.000e+00	9.796e-03	2.061e+00	Pass
mc131b1	300	590	25	1.00	-1.00	-	16.1	8.270e-01	9.000e+00	1.158e-02	1.908e+00	Pass
mc131b1	300	600	25	1.00	-1.00	-	16.3	8.614e-01	9.000e+00	1.402e-02	1.790e+00	Pass
mc131b1	300	620	25	1.00	-1.00	-	16.6	8.883e-01	1.000e+01	1.986e-02	1.644e+00	Pass
mc131b1	350	620	25	1.00	-1.00	-	16.8	7.934e-01	1.000e+01	2.230e-02	1.767e+00	Pass
mc131c2	0	550	25	1.00	-1.00	-	16.8	7.934e-01	5.000e+00	1.666e-02	2.261e+00	Pass
mc131c2	0	560	25	1.00	-1.00	-	16.7	8.324e-01	6.000e+00	1.483e-02	1.900e+00	Pass
mc131c2	0	570	25	1.00	-1.00	-	16.7	8.843e-01	6.000e+00	1.297e-02	1.591e+00	Pass
mc131c2	150	560	25	1.00	-1.00	-	16.8	8.174e-01	6.000e+00	1.548e-02	1.791e+00	Pass
mc131c2	150	570	25	1.00	-1.00	-	16.8	8.693e-01	6.000e+00	1.351e-02	1.492e+00	Pass
mc131c2	200	560	25	1.00	-1.00	-	16.9	8.080e-01	6.000e+00	1.652e-02	1.665e+00	Pass
mc131c2	200	570	25	1.00	-1.00	-	16.8	8.599e-01	6.000e+00	1.438e-02	1.382e+00	Pass
mc131c2	250	570	25	1.00	-1.00	-	16.8	8.279e-01	6.000e+00	1.636e-02	1.152e+00	Pass
mc131c2	300	570	25	1.00	-1.00	-	16.9	7.957e-01	6.000e+00	1.895e-02	1.286e+00	Pass
mc131d2	0	560	25	1.00	-1.00	-	15.9	7.939e-01	6.000e+00	1.361e-02	1.558e+00	Pass
mc131e1	0	550	25	1.00	-1.00	-	15.7	7.928e-01	3.000e+00	8.263e-03	1.206e+00	Pass
mc131e1	0	560	25	1.00	-1.00	-	15.7	8.132e-01	3.000e+00	7.225e-03	1.071e+00	Pass
mc131e1	0	565	25	1.00	-1.00	-	15.8	8.392e-01	4.000e+00	7.046e-03	9.224e-01	Pass
mc131e1	0	570	25	1.00	-1.00	-	15.8	8.547e-01	4.000e+00	6.670e-03	8.093e-01	Pass
mc131e1	0	575	25	1.00	-1.00	-	15.9	8.786e-01	5.000e+00	6.560e-03	6.900e-01	Pass
mc131e1	0	580	25	1.00	-1.00	-	16.0	9.072e-01	5.000e+00	7.300e-03	6.105e-01	Pass
mc131e1	0	590	25	1.00	-1.00	-	16.1	9.330e-01	6.000e+00	8.183e-03	4.979e-01	Pass
mc131e1	0	600	25	1.00	-1.00	-	16.2	9.608e-01	6.000e+00	9.883e-03	4.428e-01	Pass
mc131e1	0	620	25	1.00	-1.00	-	16.4	9.734e-01	7.000e+00	1.493e-02	4.006e-01	Pass
mc131e1	150	565	25	1.00	-1.00	-	15.9	7.819e-01	4.000e+00	6.395e-03	8.161e-01	Pass
mc131e1	150	570	25	1.00	-1.00	-	15.9	7.974e-01	4.000e+00	6.100e-03	6.763e-01	Pass
mc131e1	150	575	25	1.00	-1.00	-	16.0	8.213e-01	5.000e+00	6.092e-03	5.394e-01	Pass
mc131e1	150	580	25	1.00	-1.00	-	16.0	8.500e-01	5.000e+00	7.066e-03	4.603e-01	Pass
mc131e1	150	590	25	1.00	-1.00	-	16.1	8.757e-01	6.000e+00	8.145e-03	3.532e-01	Pass
mc131e1	150	600	25	1.00	-1.00	-	16.3	9.035e-01	6.000e+00	1.011e-02	3.083e-01	Pass
mc131e1	150	620	25	1.00	-1.00	-	16.5	9.162e-01	7.000e+00	1.574e-02	2.746e-01	Pass
mc131e1	200	570	25	1.00	-1.00	-	15.9	7.882e-01	4.000e+00	6.768e-03	6.562e-01	Pass
mc131e1	200	575	25	1.00	-1.00	-	16.0	8.121e-01	5.000e+00	6.747e-03	5.655e-01	Pass
mc131e1	200	580	25	1.00	-1.00	-	16.0	8.408e-01	5.000e+00	7.808e-03	5.017e-01	Pass
