tab	pmag_specimens
er_specimen_name	measurement_step_min	measurement_step_max	specimen_lab_field_dc_uT	specimen_int_corr_anisotropy	specimen_int_corr_nlt	specimen_int_corr_cooling_rate	specimen_int_uT	specimen_frac	specimen_int_ptrm_n	specimen_b_beta	specimen_int_dang	specimen_scat
mc111d2	150	550	25	1.00	-1.00	-	23.2	9.277e-01	6.000e+00	4.392e-02	1.269e+00	Pass
mc111d2	150	560	25	1.00	-1.00	-	23.5	9.625e-01	7.000e+00	3.876e-02	1.105e+00	Pass
mc111d2	200	540	25	1.00	-1.00	-	23.6	8.433e-01	5.000e+00	4.967e-02	1.670e+00	Pass
mc111d2	200	550	25	1.00	-1.00	-	23.9	9.031e-01	6.000e+00	4.194e-02	1.347e+00	Pass
mc111d2	200	560	25	1.00	-1.00	-	24.1	9.379e-01	7.000e+00	3.666e-02	1.175e+00	Pass
mc111d2	250	540	25	1.00	-1.00	-	24.7	7.883e-01	5.000e+00	4.360e-02	1.582e+00	Pass
mc111d2	250	550	25	1.00	-1.00	-	24.9	8.480e-01	6.000e+00	3.615e-02	1.276e+00	Pass
mc111d2	250	560	25	1.00	-1.00	-	25.0	8.828e-01	7.000e+00	3.122e-02	1.123e+00	Pass
mc111d2	300	550	25	1.00	-1.00	-	25.7	8.027e-01	6.000e+00	3.132e-02	1.157e+00	Pass
mc111d2	300	560	25	1.00	-1.00	-	25.7	8.375e-01	7.000e+00	2.675e-02	1.034e+00	Pass
mc111d2	350	560	25	1.00	-1.00	-	26.4	8.003e-01	7.000e+00	2.267e-02	1.029e+00	Pass
mc111e2	0	550	25	1.00	-1.00	-	23.2	9.472e-01	4.000e+00	4.685e-02	1.144e+00	Pass
mc111e2	0	560	25	1.00	-1.00	-	23.4	9.850e-01	5.000e+00	4.090e-02	1.030e+00	Pass
mc111e2	150	540	25	1.00	-1.00	-	23.3	8.288e-01	3.000e+00	5.574e-02	1.635e+00	Pass
mc111e2	150	550	25	1.00	-1.00	-	23.7	8.918e-01	4.000e+00	4.664e-02	1.378e+00	Pass
mc111e2	150	560	25	1.00	-1.00	-	23.9	9.296e-01	5.000e+00	4.048e-02	1.231e+00	Pass
mc111e2	200	540	25	1.00	-1.00	-	24.0	8.050e-01	3.000e+00	5.580e-02	1.696e+00	Pass
mc111e2	200	550	25	1.00	-1.00	-	24.3	8.680e-01	4.000e+00	4.616e-02	1.423e+00	Pass
mc111e2	200	560	25	1.00	-1.00	-	24.5	9.058e-01	5.000e+00	3.975e-02	1.274e+00	Pass
mc111e2	250	550	25	1.00	-1.00	-	25.2	8.259e-01	4.000e+00	4.118e-02	1.479e+00	Pass
mc111e2	250	560	25	1.00	-1.00	-	25.3	8.637e-01	5.000e+00	3.508e-02	1.329e+00	Pass
mc111e2	300	550	25	1.00	-1.00	-	26.1	7.858e-01	4.000e+00	3.531e-02	1.427e+00	Pass
mc111e2	300	560	25	1.00	-1.00	-	26.1	8.236e-01	5.000e+00	2.977e-02	1.293e+00	Pass
mc111e2	350	560	25	1.00	-1.00	-	26.8	7.801e-01	5.000e+00	2.550e-02	1.386e+00	Pass
mc113j1	150	530	25	1.00	-1.00	-	11.5	8.108e-01	5.000e+00	4.046e-02	3.877e+00	Pass
mc113j1	150	540	25	1.00	-1.00	-	11.1	8.448e-01	6.000e+00	3.627e-02	3.427e+00	Pass
mc113j1	200	530	25	1.00	-1.00	-	11.5	7.938e-01	5.000e+00	4.457e-02	3.945e+00	Pass
mc113j1	200	540	25	1.00	-1.00	-	11.1	8.279e-01	6.000e+00	3.985e-02	3.519e+00	Pass
mc113j1	250	540	25	1.00	-1.00	-	11.0	8.044e-01	6.000e+00	4.416e-02	3.799e+00	Pass
mc113m1	150	530	25	1.00	-1.00	-	12.3	8.447e-01	5.000e+00	3.191e-02	4.100e+00	Pass
mc113m1	150	540	25	1.00	-1.00	-	12.0	8.704e-01	6.000e+00	2.783e-02	3.565e+00	Pass
mc113m1	200	530	25	1.00	-1.00	-	12.4	8.187e-01	5.000e+00	3.237e-02	4.298e+00	Pass
mc113m1	200	540	25	1.00	-1.00	-	12.1	8.444e-01	6.000e+00	2.886e-02	3.750e+00	Pass
mc113m1	250	530	25	1.00	-1.00	-	12.4	8.030e-01	5.000e+00	3.658e-02	4.482e+00	Pass
mc113m1	250	540	25	1.00	-1.00	-	12.1	8.286e-01	6.000e+00	3.226e-02	3.937e+00	Pass
mc115a2	0	540	25	1.00	-1.00	-	24.2	9.207e-01	5.000e+00	2.049e-02	1.235e+00	Pass
mc115a2	0	550	25	1.00	-1.00	-	24.5	9.441e-01	5.000e+00	1.909e-02	1.082e+00	Pass
mc115a2	150	530	25	1.00	-1.00	-	24.4	8.517e-01	4.000e+00	1.156e-02	1.556e+00	Pass
mc115a2	150	540	25	1.00	-1.00	-	24.6	8.902e-01	5.000e+00	1.050e-02	1.170e+00	Pass
mc115a2	150	550	25	1.00	-1.00	-	24.8	9.137e-01	5.000e+00	1.168e-02	1.031e+00	Pass
mc115a2	200	530	25	1.00	-1.00	-	24.4	8.415e-01	4.000e+00	1.239e-02	1.547e+00	Pass
mc115a2	200	540	25	1.00	-1.00	-	24.6	8.800e-01	5.000e+00	1.122e-02	1.173e+00	Pass
mc115a2	200	550	25	1.00	-1.00	-	24.9	9.035e-01	5.000e+00	1.255e-02	1.033e+00	Pass
mc115a2	250	530	25	1.00	-1.00	-	24.5	8.022e-01	4.000e+00	1.345e-02	1.614e+00	Pass
mc115a2	250	540	25	1.00	-1.00	-	24.7	8.408e-01	5.000e+00	1.210e-02	1.239e+00	Pass
mc115a2	250	550	25	1.00	-1.00	-	25.0	8.642e-01	5.000e+00	1.365e-02	1.086e+00	Pass
mc115a2	300	530	25	1.00	-1.00	-	24.6	7.890e-01	4.000e+00	1.485e-02	1.574e+00	Pass
mc115a2	300	540	25	1.00	-1.00	-	24.8	8.275e-01	5.000e+00	1.323e-02	1.205e+00	Pass
mc115a2	300	550	25	1.00	-1.00	-	25.1	8.509e-01	5.000e+00	1.509e-02	1.068e+00	Pass
mc115a2	350	550	25	1.00	-1.00	-	25.1	7.993e-01	5.000e+00	1.838e-02	1.062e+00	Pass
mc115b1	300	550	25	1.00	-1.00	-	23.0	8.330e-01	5.000e+00	5.068e-02	1.983e+00	Pass
mc117a1	0	530	25	1.00	-1.00	-	25.8	8.963e-01	4.000e+00	2.549e-02	9.751e-01	Pass
mc117a1	0	540	25	1.00	-1.00	-	25.4	9.284e-01	5.000e+00	2.319e-02	8.091e-01	Pass
mc117a1	0	550	25	1.00	-1.00	-	25.1	9.482e-01	5.000e+00	2.116e-02	7.435e-01	Pass
mc117a1	150	520	25	1.00	-1.00	-	26.4	8.023e-01	4.000e+00	1.694e-02	1.255e+00	Pass
mc117a1	150	530	25	1.00	-1.00	-	26.3	8.635e-01	4.000e+00	1.329e-02	1.035e+00	Pass
mc117a1	150	540	25	1.00	-1.00	-	25.8	8.956e-01	5.000e+00	1.633e-02	8.631e-01	Pass
mc117a1	150	550	25	1.00	-1.00	-	25.5	9.153e-01	5.000e+00	1.643e-02	7.960e-01	Pass
mc117a1	200	520	25	1.00	-1.00	-	26.5	7.947e-01	4.000e+00	1.939e-02	1.249e+00	Pass
mc117a1	200	530	25	1.00	-1.00	-	26.4	8.559e-01	4.000e+00	1.509e-02	1.037e+00	Pass
mc117a1	200	540	25	1.00	-1.00	-	25.8	8.880e-01	5.000e+00	1.848e-02	8.670e-01	Pass
mc117a1	200	550	25	1.00	-1.00	-	25.5	9.077e-01	5.000e+00	1.850e-02	8.066e-01	Pass
mc117a1	250	530	25	1.00	-1.00	-	26.3	8.318e-01	4.000e+00	1.759e-02	1.067e+00	Pass
mc117a1	250	540	25	1.00	-1.00	-	25.7	8.639e-01	5.000e+00	2.124e-02	8.944e-01	Pass
mc117a1	250	550	25	1.00	-1.00	-	25.4	8.837e-01	5.000e+00	2.105e-02	8.389e-01	Pass
mc117a1	300	530	25	1.00	-1.00	-	26.2	7.947e-01	4.000e+00	2.171e-02	9.519e-01	Pass
mc117a1	300	540	25	1.00	-1.00	-	25.6	8.268e-01	5.000e+00	2.561e-02	7.978e-01	Pass
mc117a1	300	550	25	1.00	-1.00	-	25.2	8.466e-01	5.000e+00	2.501e-02	7.657e-01	Pass
mc117b1	0	530	25	1.00	1.00	-	26.8	8.861e-01	4.000e+00	2.669e-02	1.307e+00	Pass
mc117b1	0	540	25	1.00	1.00	-	26.1	9.216e-01	5.000e+00	2.584e-02	1.127e+00	Pass
mc117b1	0	550	25	1.00	1.00	-	25.8	9.428e-01	5.000e+00	2.381e-02	1.035e+00	Pass
mc117b1	150	520	25	1.00	1.00	-	27.8	7.872e-01	4.000e+00	1.627e-02	1.583e+00	Pass
mc117b1	150	530	25	1.00	1.00	-	27.4	8.580e-01	4.000e+00	1.413e-02	1.287e+00	Pass
mc117b1	150	540	25	1.00	1.00	-	26.6	8.934e-01	5.000e+00	2.045e-02	1.117e+00	Pass
mc117b1	150	550	25	1.00	1.00	-	26.2	9.146e-01	5.000e+00	2.044e-02	1.033e+00	Pass
mc117b1	200	530	25	1.00	1.00	-	27.4	8.460e-01	4.000e+00	1.612e-02	1.201e+00	Pass
mc117b1	200	540	25	1.00	1.00	-	26.6	8.815e-01	5.000e+00	2.311e-02	1.051e+00	Pass
mc117b1	200	550	25	1.00	1.00	-	26.1	9.027e-01	5.000e+00	2.293e-02	9.863e-01	Pass
mc117b1	250	530	25	1.00	1.00	-	27.4	8.202e-01	4.000e+00	1.892e-02	1.164e+00	Pass
mc117b1	250	540	25	1.00	1.00	-	26.5	8.556e-01	5.000e+00	2.667e-02	1.026e+00	Pass
mc117b1	250	550	25	1.00	1.00	-	26.0	8.769e-01	5.000e+00	2.618e-02	9.746e-01	Pass
mc117b1	300	530	25	1.00	1.00	-	27.4	7.855e-01	4.000e+00	2.353e-02	1.215e+00	Pass
mc117b1	300	540	25	1.00	1.00	-	26.3	8.210e-01	5.000e+00	3.240e-02	1.068e+00	Pass
mc117b1	300	550	25	1.00	1.00	-	25.8	8.422e-01	5.000e+00	3.131e-02	1.023e+00	Pass
mc117d2	0	520	25	1.00	-1.00	-	27.4	8.327e-01	4.000e+00	2.650e-02	1.131e+00	Pass
mc117d2	0	530	25	1.00	-1.00	-	27.2	8.955e-01	4.000e+00	2.060e-02	9.540e-01	Pass
mc117d2	0	540	25	1.00	-1.00	-	26.5	9.292e-01	5.000e+00	2.145e-02	7.872e-01	Pass
mc117d2	150	520	25	1.00	-1.00	-	27.9	8.189e-01	4.000e+00	2.318e-02	1.218e+00	Pass
mc117d2	150	530	25	1.00	-1.00	-	27.5	8.817e-01	4.000e+00	1.850e-02	1.023e+00	Pass
mc117d2	150	540	25	1.00	-1.00	-	26.8	9.154e-01	5.000e+00	2.168e-02	8.454e-01	Pass
mc117d2	200	520	25	1.00	-1.00	-	27.8	7.956e-01	4.000e+00	2.631e-02	1.226e+00	Pass
mc117d2	200	530	25	1.00	-1.00	-	27.5	8.584e-01	4.000e+00	2.072e-02	1.029e+00	Pass
mc117d2	200	540	25	1.00	-1.00	-	26.7	8.921e-01	5.000e+00	2.406e-02	8.483e-01	Pass
mc117d2	250	530	25	1.00	-1.00	-	27.2	8.350e-01	4.000e+00	2.116e-02	1.165e+00	Pass
mc117d2	250	540	25	1.00	-1.00	-	26.4	8.687e-01	5.000e+00	2.541e-02	9.657e-01	Pass
mc117d2	300	530	25	1.00	-1.00	-	27.0	7.982e-01	4.000e+00	2.453e-02	1.113e+00	Pass
mc117d2	300	540	25	1.00	-1.00	-	26.2	8.319e-01	5.000e+00	2.919e-02	9.334e-01	Pass
mc117e2	0	520	25	1.00	-1.00	-	28.2	8.309e-01	4.000e+00	2.686e-02	1.875e+00	Pass
mc117e2	0	530	25	1.00	-1.00	-	27.8	8.965e-01	4.000e+00	2.125e-02	1.422e+00	Pass
mc117e2	0	540	25	1.00	-1.00	-	26.9	9.288e-01	5.000e+00	2.415e-02	1.138e+00	Pass
mc117e2	150	520	25	1.00	-1.00	-	28.7	7.955e-01	4.000e+00	2.343e-02	1.934e+00	Pass
mc117e2	150	530	25	1.00	-1.00	-	28.2	8.611e-01	4.000e+00	1.969e-02	1.455e+00	Pass
mc117e2	150	540	25	1.00	-1.00	-	27.2	8.934e-01	5.000e+00	2.540e-02	1.165e+00	Pass
mc117e2	200	530	25	1.00	-1.00	-	28.0	8.390e-01	4.000e+00	2.117e-02	1.363e+00	Pass
mc117e2	200	540	25	1.00	-1.00	-	27.0	8.713e-01	5.000e+00	2.753e-02	1.096e+00	Pass
mc117e2	250	530	25	1.00	-1.00	-	27.8	7.847e-01	4.000e+00	2.295e-02	1.316e+00	Pass
mc117e2	250	540	25	1.00	-1.00	-	26.7	8.170e-01	5.000e+00	3.022e-02	1.064e+00	Pass
mc117e2	300	540	25	1.00	-1.00	-	26.3	7.877e-01	5.000e+00	3.367e-02	1.042e+00	Pass
mc119a1	0	520	25	1.00	-1.00	-	29.2	8.023e-01	4.000e+00	7.634e-02	8.007e-01	Pass
mc119a1	150	530	25	1.00	-1.00	-	32.1	8.362e-01	4.000e+00	6.944e-02	1.008e+00	Pass
mc119a1	200	530	25	1.00	-1.00	-	33.0	8.009e-01	4.000e+00	8.020e-02	4.660e-01	Pass
mc119a1	200	540	25	1.00	-1.00	-	33.9	8.254e-01	5.000e+00	6.972e-02	3.400e-01	Pass
mc119a1	200	550	25	1.00	-1.00	-	34.7	8.431e-01	5.000e+00	6.295e-02	2.739e-01	Pass
mc119a1	250	550	25	1.00	-1.00	-	37.2	7.812e-01	5.000e+00	6.514e-02	1.178e-01	Pass
mc119b1	0	530	25	1.00	-1.00	-	30.5	8.297e-01	4.000e+00	5.149e-02	1.356e+00	Pass
mc119b1	0	540	25	1.00	-1.00	-	31.6	8.670e-01	5.000e+00	4.932e-02	1.050e+00	Pass
mc119b1	0	550	25	1.00	-1.00	-	32.5	8.981e-01	5.000e+00	4.787e-02	8.080e-01	Pass
mc119b1	150	540	25	1.00	-1.00	-	32.9	8.026e-01	5.000e+00	4.594e-02	1.508e+00	Pass
mc119b1	150	550	25	1.00	-1.00	-	33.8	8.337e-01	5.000e+00	4.517e-02	1.192e+00	Pass
mc119b1	200	550	25	1.00	-1.00	-	34.3	8.028e-01	5.000e+00	5.203e-02	5.750e-01	Pass
mc119d2	0	530	25	1.00	-1.00	-	30.9	9.076e-01	4.000e+00	5.458e-02	1.657e+00	Pass
mc119d2	0	540	25	1.00	-1.00	-	31.6	9.410e-01	5.000e+00	4.689e-02	1.349e+00	Pass
mc119d2	150	530	25	1.00	-1.00	-	32.0	8.890e-01	4.000e+00	5.328e-02	1.746e+00	Pass
mc119d2	150	540	25	1.00	-1.00	-	32.6	9.224e-01	5.000e+00	4.519e-02	1.422e+00	Pass
mc119d2	200	530	25	1.00	-1.00	-	33.1	8.664e-01	4.000e+00	5.557e-02	1.533e+00	Pass
mc119d2	200	540	25	1.00	-1.00	-	33.6	8.997e-01	5.000e+00	4.618e-02	1.263e+00	Pass
mc119d2	250	530	25	1.00	-1.00	-	34.7	8.063e-01	4.000e+00	5.674e-02	7.398e-01	Pass
mc119d2	250	540	25	1.00	-1.00	-	35.0	8.396e-01	5.000e+00	4.572e-02	6.759e-01	Pass
mc119e2	0	540	25	1.00	-1.00	-	32.1	9.463e-01	5.000e+00	5.020e-02	1.130e+00	Pass
mc119e2	150	520	25	1.00	-1.00	-	31.5	7.874e-01	4.000e+00	7.170e-02	1.783e+00	Pass
mc119e2	150	530	25	1.00	-1.00	-	32.7	8.989e-01	4.000e+00	5.785e-02	1.256e+00	Pass
mc119e2	150	540	25	1.00	-1.00	-	33.2	9.280e-01	5.000e+00	4.875e-02	1.005e+00	Pass
mc119e2	200	530	25	1.00	-1.00	-	33.6	8.820e-01	4.000e+00	6.333e-02	1.138e+00	Pass
mc119e2	200	540	25	1.00	-1.00	-	34.1	9.111e-01	5.000e+00	5.242e-02	9.206e-01	Pass
mc119e2	250	530	25	1.00	-1.00	-	35.4	8.207e-01	4.000e+00	6.779e-02	8.187e-01	Pass
mc119e2	250	540	25	1.00	-1.00	-	35.7	8.498e-01	5.000e+00	5.452e-02	7.125e-01	Pass
mc119f2	150	520	25	1.00	-1.00	-	30.6	7.992e-01	4.000e+00	7.768e-02	2.318e+00	Pass
mc119f2	150	530	25	1.00	-1.00	-	31.8	8.803e-01	4.000e+00	6.496e-02	1.878e+00	Pass
mc119f2	150	540	25	1.00	-1.00	-	32.3	9.065e-01	5.000e+00	5.521e-02	1.671e+00	Pass
mc119f2	200	520	25	1.00	-1.00	-	31.8	7.804e-01	4.000e+00	8.920e-02	1.895e+00	Pass
mc119f2	200	530	25	1.00	-1.00	-	33.0	8.615e-01	4.000e+00	7.218e-02	1.578e+00	Pass
mc119f2	200	540	25	1.00	-1.00	-	33.4	8.876e-01	5.000e+00	6.028e-02	1.442e+00	Pass
mc119f2	250	530	25	1.00	-1.00	-	35.0	8.015e-01	4.000e+00	8.084e-02	1.147e+00	Pass
mc119f2	250	540	25	1.00	-1.00	-	35.1	8.277e-01	5.000e+00	6.570e-02	1.115e+00	Pass
mc11c	100	550	40	1.00	-1.00	-	51.4	7.822e-01	5.000e+00	3.670e-02	1.914e+00	Pass
mc120b1	0	550	25	1.00	-1.00	-	24.4	7.952e-01	6.000e+00	7.672e-03	2.043e+00	Pass
mc120b1	0	560	25	1.00	-1.00	-	24.5	9.042e-01	6.000e+00	6.048e-03	1.451e+00	Pass
mc120b1	0	565	25	1.00	-1.00	-	24.6	9.455e-01	7.000e+00	5.925e-03	1.132e+00	Pass
mc120b1	0	570	25	1.00	-1.00	-	24.7	9.600e-01	8.000e+00	5.427e-03	9.564e-01	Pass
mc120b1	150	560	25	1.00	-1.00	-	24.4	8.754e-01	6.000e+00	6.270e-03	1.519e+00	Pass
mc120b1	150	565	25	1.00	-1.00	-	24.6	9.168e-01	7.000e+00	6.245e-03	1.184e+00	Pass
mc120b1	150	570	25	1.00	-1.00	-	24.7	9.312e-01	8.000e+00	5.736e-03	9.998e-01	Pass
mc120b1	200	560	25	1.00	-1.00	-	24.4	8.670e-01	6.000e+00	6.533e-03	1.503e+00	Pass
mc120b1	200	565	25	1.00	-1.00	-	24.6	9.084e-01	7.000e+00	6.619e-03	1.172e+00	Pass
mc120b1	200	570	25	1.00	-1.00	-	24.7	9.228e-01	8.000e+00	6.097e-03	9.921e-01	Pass
mc120b1	250	560	25	1.00	-1.00	-	24.4	8.488e-01	6.000e+00	7.150e-03	1.459e+00	Pass
mc120b1	250	565	25	1.00	-1.00	-	24.6	8.902e-01	7.000e+00	7.212e-03	1.140e+00	Pass
mc120b1	250	570	25	1.00	-1.00	-	24.7	9.046e-01	8.000e+00	6.619e-03	9.671e-01	Pass
mc120b1	300	560	25	1.00	-1.00	-	24.4	8.214e-01	6.000e+00	7.899e-03	1.351e+00	Pass
mc120b1	300	565	25	1.00	-1.00	-	24.6	8.628e-01	7.000e+00	7.892e-03	1.061e+00	Pass
mc120b1	300	570	25	1.00	-1.00	-	24.7	8.772e-01	8.000e+00	7.202e-03	9.022e-01	Pass
mc120b1	350	560	25	1.00	-1.00	-	24.4	7.820e-01	6.000e+00	8.929e-03	1.313e+00	Pass
mc120b1	350	565	25	1.00	-1.00	-	24.6	8.234e-01	7.000e+00	8.813e-03	1.031e+00	Pass
mc120b1	350	570	25	1.00	-1.00	-	24.7	8.378e-01	8.000e+00	7.984e-03	8.787e-01	Pass
mc120b1	400	570	25	1.00	-1.00	-	24.7	7.832e-01	8.000e+00	9.070e-03	9.902e-01	Pass
mc120c1	0	540	25	1.00	1.00	-	23.4	8.029e-01	5.000e+00	1.481e-02	6.567e-01	Pass
mc120c1	0	550	25	1.00	1.00	-	23.8	9.250e-01	6.000e+00	1.302e-02	4.698e-01	Pass
mc120c1	0	560	25	1.00	1.00	-	23.9	9.652e-01	7.000e+00	1.095e-02	3.852e-01	Pass
mc120c1	150	540	25	1.00	1.00	-	23.5	7.803e-01	5.000e+00	1.532e-02	7.609e-01	Pass
mc120c1	150	550	25	1.00	1.00	-	23.9	9.024e-01	6.000e+00	1.338e-02	5.405e-01	Pass
mc120c1	150	560	25	1.00	1.00	-	23.9	9.426e-01	7.000e+00	1.120e-02	4.404e-01	Pass
mc120c1	200	550	25	1.00	1.00	-	24.0	8.858e-01	6.000e+00	1.361e-02	5.527e-01	Pass
mc120c1	200	560	25	1.00	1.00	-	24.0	9.261e-01	7.000e+00	1.132e-02	4.502e-01	Pass
mc120c1	250	550	25	1.00	1.00	-	24.1	8.737e-01	6.000e+00	1.405e-02	4.812e-01	Pass
mc120c1	250	560	25	1.00	1.00	-	24.1	9.139e-01	7.000e+00	1.160e-02	3.902e-01	Pass
mc120c1	300	550	25	1.00	1.00	-	24.2	8.425e-01	6.000e+00	1.462e-02	5.971e-01	Pass
mc120c1	300	560	25	1.00	1.00	-	24.3	8.828e-01	7.000e+00	1.197e-02	4.647e-01	Pass
mc120c1	350	550	25	1.00	1.00	-	24.4	8.137e-01	6.000e+00	1.376e-02	7.240e-01	Pass
mc120c1	350	560	25	1.00	1.00	-	24.5	8.539e-01	7.000e+00	1.113e-02	5.632e-01	Pass
mc120c1	400	560	25	1.00	1.00	-	24.6	8.101e-01	7.000e+00	1.141e-02	6.119e-01	Pass
mc120c1	425	560	25	1.00	1.00	-	24.7	7.863e-01	7.000e+00	1.353e-02	5.311e-01	Pass
mc120f1	0	530	25	1.00	-1.00	-	22.1	7.955e-01	5.000e+00	3.331e-02	6.198e-01	Pass
mc120f1	0	540	25	1.00	-1.00	-	22.6	8.932e-01	6.000e+00	2.843e-02	5.172e-01	Pass
mc120f1	0	560	25	1.00	-1.00	-	22.7	9.848e-01	6.000e+00	2.368e-02	4.951e-01	Pass
mc120f1	150	540	25	1.00	-1.00	-	22.9	8.505e-01	6.000e+00	2.673e-02	7.921e-01	Pass
mc120f1	150	560	25	1.00	-1.00	-	23.0	9.421e-01	6.000e+00	2.210e-02	6.782e-01	Pass
mc120f1	200	540	25	1.00	-1.00	-	23.0	8.233e-01	6.000e+00	2.847e-02	7.670e-01	Pass
mc120f1	200	560	25	1.00	-1.00	-	23.2	9.149e-01	6.000e+00	2.336e-02	6.625e-01	Pass
mc120f1	250	540	25	1.00	-1.00	-	23.1	8.056e-01	6.000e+00	3.176e-02	5.488e-01	Pass
mc120f1	250	560	25	1.00	-1.00	-	23.2	8.972e-01	6.000e+00	2.584e-02	5.721e-01	Pass
mc120f1	300	560	25	1.00	-1.00	-	23.2	8.642e-01	6.000e+00	2.947e-02	6.929e-01	Pass
mc120f1	350	560	25	1.00	-1.00	-	23.9	8.316e-01	6.000e+00	2.593e-02	6.075e-01	Pass
mc121g1	150	570	25	1.01	-1.00	-	34.6	8.298e-01	7.000e+00	4.397e-02	1.456e+00	Pass
mc121g1	150	575	25	1.01	-1.00	-	33.5	8.939e-01	8.000e+00	3.908e-02	1.222e+00	Pass
